occurrence,module,functionBoundaryOwner,line,column,snippet
333,08-map-parent-settings.js,openFinalResetConfirmation,1710,623,"openModal('Confirmação final',`<div class=""parent-gate""><span>⚠️</span><h3>Esta ação reinicia somente este aparelho</h3><p>Uma conta sincronizada poderá recuperar o progresso. Para continuar, digite <b>APAGAR</b>.</p><label class=""field""><span>Confirmação</span><input data-reset-word maxlength=""6"" autocomplete=""off"" autocapitalize=""characters"" spellcheck=""false"" placeholder=""APAGAR""></label><p data-reset-error class=""account-error"" hidden>Digite APAGAR exatamente.</p><button class=""btn danger"" data-reset-confirm>Recomeçar neste aparelho</button><button class=""btn"" data-reset-cancel>Cancelar</button></div>`,root=>{"
334,08-map-parent-settings.js,openFinalResetConfirmation,1711,62,"const input=$('[data-reset-word]',root),confirm=async()=>{if(String(input.value||'').trim().toUpperCase()!=='APAGAR'){$('[data-reset-error]',root).hidden=false;input.select();return;}if(!(await confirmModal('Última confirmação','Tem certeza de que deseja reiniciar os dados locais deste aparelho?','Sim, recomeçar','Cancelar')))return;await performLocalReset();state=defaultState();await commitState();location.reload();};"
335,08-map-parent-settings.js,openFinalResetConfirmation,1712,94,"$('[data-reset-confirm]',root).onclick=confirm;$('[data-reset-cancel]',root).onclick=()=>openParentTools(inGame);input.onkeydown=e=>{if(e.key==='Enter'){e.preventDefault();confirm();}};setTimeout(()=>input.focus(),80);"
336,08-map-parent-settings.js,openFinalResetConfirmation,1712,137,"$('[data-reset-confirm]',root).onclick=confirm;$('[data-reset-cancel]',root).onclick=()=>openParentTools(inGame);input.onkeydown=e=>{if(e.key==='Enter'){e.preventDefault();confirm();}};setTimeout(()=>input.focus(),80);"
337,08-map-parent-settings.js,openFinalResetConfirmation,1712,205,"$('[data-reset-confirm]',root).onclick=confirm;$('[data-reset-cancel]',root).onclick=()=>openParentTools(inGame);input.onkeydown=e=>{if(e.key==='Enter'){e.preventDefault();confirm();}};setTimeout(()=>input.focus(),80);"
338,08-map-parent-settings.js,formatPlayTime,1728,34,const auditCategoryLabel=item=>item?.category==='chat'?'Conversa':item?.category==='gift'?'Presente':item?.category==='challenge'?'Desafio':item?.category==='coop'?'Missão cooperativa':item?.category==='safety'?'Segurança':'Interação';
339,08-map-parent-settings.js,formatPlayTime,1729,35,const auditDirectionLabel=item=>item?.direction==='received'?'Recebeu':item?.direction==='sent'?'Enviou':'Realizou';
340,08-map-parent-settings.js,formatPlayTime,1730,180,"const auditHtml=linked?`<div class=""social-tabs""><b>Histórico online</b><small>últimas ${activityAudit.length} ações</small></div>${activityAudit.length?activityAudit.map(item=>{const when=new Date(Number(item.createdAtClient||item.createdAt||Date.now())).toLocaleString('pt-BR',{day:'2-digit',month:'2-digit',hour:'2-digit',minute:'2-digit'}),peer=item.peerName?` • ${escapeHtml(item.peerName)}`:'',text=item.text?` • “${escapeHtml(item.text)}”`:'';return`<div class=""settings-row""><div><b>${auditDirectionLabel(item)} ${auditCategoryLabel(item)}</b><small>${escapeHtml(item.action||'atividade')}${peer}${text}</small></div><span class=""db-status"">${when}</span></div>`}).join(''):'<p class=""empty-online"">Nenhuma conversa ou interação registrada ainda.</p>'}`:'';"
341,08-map-parent-settings.js,formatPlayTime,1731,183,"const blockedHtml=linked?`<div class=""social-tabs""><b>Jogadores bloqueados</b><small>${blockedEntries.length}</small></div>${blockedEntries.length?blockedEntries.map(([uid,data])=>`<div class=""settings-row""><div><b>${escapeHtml(data?.name||'Jogador bloqueado')}</b><small>${escapeHtml(uid.slice(0,12))}</small></div><button class=""btn compact"" data-unblock-player=""${escapeHtml(uid)}"">Desbloquear</button></div>`).join(''):'<p class=""empty-online"">Nenhum jogador bloqueado.</p>'}`:'';"
342,08-map-parent-settings.js,formatPlayTime,1732,1768,"openModal('Área dos responsáveis',`<div class=""parent-area""><div class=""parent-area-heading""><span>🛡️</span><div><b>Progresso e segurança</b><small>Área protegida e fora da interface infantil.</small></div></div><div class=""settings-list""><div class=""settings-row""><div><b>Tempo total neste aparelho</b><small>Sessão atual: ${formatPlayTime(state.usage?.sessionSeconds)}</small></div><span class=""db-status"">${formatPlayTime(state.usage?.totalSeconds)}</span></div><div class=""settings-row""><div><b>Aprendizado</b><small>${Number(state.learning?.totalCorrect||0)} respostas corretas • ${Object.keys(state.learning?.lessons||{}).length} lições</small></div><span class=""db-status"">Nível ${Number(state.profile?.level||1)}</span></div><div class=""settings-row""><div><b>Atividade</b><small>${Number(state.stats?.walked||0).toFixed(0)} m a pé • ${Number(state.stats?.driven||0).toFixed(0)} m dirigindo</small></div><span class=""db-status"">${Number(state.medals?.length||0)} medalhas</span></div></div>${s"
343,08-map-parent-settings.js,formatPlayTime,1735,71,"$('[data-save-guardian]',root)?.addEventListener('click',async e=>{const btn=e.currentTarget;draft.sessionLimitMinutes=Math.max(0,Number(limit?.value||0));draft.multiplayerEnabled=true;draft.communicationEnabled=true;draft.chatEnabled=true;btn.disabled=true;btn.textContent='Salvando...';const saveGuardian=window.OTTHOS_RTDB?.saveGuardianSettings;const result=saveGuardian?await saveGuardian(draft):{ok:false,error:'Firebase ainda não está pronto.'};if(result?.ok===false||result===false){btn.disabled=false;btn.textContent='Salvar limite de tempo';toast(result?.error||'Não foi possível salvar. Confirme a senha novamente.','warn',3000);return;}const saved=result?.settings||result;state.guardian={...draft,...saved,updatedAt:Date.now()};saveState(true);window.OTTHOS_RTDB?.connect?.({name:publicPlayerName()});toast('Limite de tempo salvo. Multiplayer e interações permanecem liberados.','good',2600);openParentTools(inGame);});"
344,08-map-parent-settings.js,formatPlayTime,1736,51,"$$('[data-unblock-player]',root).forEach(btn=>btn.onclick=async()=>{const result=await window.OTTHOS_RTDB?.unblockPlayer?.(btn.dataset.unblockPlayer);if(result?.ok===false||result===false){toast(result?.error||'Não foi possível desbloquear.','warn');return;}toast('Jogador desbloqueado.','good');openParentTools(inGame);});"
345,08-map-parent-settings.js,formatPlayTime,1736,72,"$$('[data-unblock-player]',root).forEach(btn=>btn.onclick=async()=>{const result=await window.OTTHOS_RTDB?.unblockPlayer?.(btn.dataset.unblockPlayer);if(result?.ok===false||result===false){toast(result?.error||'Não foi possível desbloquear.','warn');return;}toast('Jogador desbloqueado.','good');openParentTools(inGame);});"
346,08-map-parent-settings.js,formatPlayTime,1737,71,"$('[data-parent-new-session]',root)?.addEventListener('click',()=>{state.usage={totalSeconds:0,sessionSeconds:0,sessionStartedAt:0,lastPlayedAt:0,sessionLockedAt:0,...(state.usage||{}),sessionSeconds:0,sessionStartedAt:Date.now(),sessionLockedAt:0};saveState(true);toast('Nova sessão liberada pelo responsável.','good',2400);openParentTools(inGame);});"
347,08-map-parent-settings.js,formatPlayTime,1738,48,"$('[data-parent-export]',root).onclick=()=>window.OTTHOS_DB?.exportFile(state);"
348,08-map-parent-settings.js,formatPlayTime,1739,100,"const fileInput=$('[data-parent-import-file]',root);$('[data-parent-import]',root).onclick=()=>fileInput.click();"
349,08-map-parent-settings.js,formatPlayTime,1740,33,"fileInput.onchange=async()=>{const file=fileInput.files?.[0];if(!file)return;try{const imported=normalizeState(await window.OTTHOS_DB.importFile(file));if(!(await confirmModal('Importar backup','O progresso atual deste aparelho será substituído pelo arquivo escolhido. Continuar?','Importar','Cancelar')))return;state=imported;await window.OTTHOS_DB.save(state);safeLocalSet(STORAGE_KEY,JSON.stringify(state));location.reload();}catch(error){toast(error.message||'Backup inválido.','bad');}};"
350,08-map-parent-settings.js,formatPlayTime,1741,47,"$('[data-parent-reset]',root).onclick=()=>openFinalResetConfirmation(inGame);$('[data-parent-back]',root).onclick=()=>openSettings(inGame);"
351,08-map-parent-settings.js,formatPlayTime,1741,123,"$('[data-parent-reset]',root).onclick=()=>openFinalResetConfirmation(inGame);$('[data-parent-back]',root).onclick=()=>openSettings(inGame);"
352,08-map-parent-settings.js,openParentGate,1746,540,"openModal('Acesso de responsável',`<div class=""parent-gate""><span>🛡️</span><h3>Confirme a senha da conta</h3><p>Esta área contém progresso, controles online, bloqueios, backup e reinício.</p><label class=""field""><span>Senha da conta</span><input data-parent-password type=""password"" maxlength=""64"" autocomplete=""current-password""></label><p data-parent-gate-error class=""account-error"" hidden></p><button class=""btn primary xl"" data-parent-unlock>Continuar</button><button class=""btn"" data-parent-cancel>Cancelar</button></div>`,root=>{"
353,08-map-parent-settings.js,openParentGate,1747,109,"const input=$('[data-parent-password]',root),error=$('[data-parent-gate-error]',root),unlock=async()=>{const btn=$('[data-parent-unlock]',root);btn.disabled=true;btn.textContent='Confirmando...';const result=await window.OTTHOS_RTDB?.reauthenticateAccount?.(input.value);if(!result?.ok){error.textContent=result?.error||'Senha incorreta.';error.hidden=false;btn.disabled=false;btn.textContent='Continuar';input.select();return;}openParentTools(inGame);};"
354,08-map-parent-settings.js,openParentGate,1748,96,"$('[data-parent-unlock]',root).onclick=unlock;$('[data-parent-cancel]',root).onclick=()=>openSettings(inGame);input.onkeydown=e=>{if(e.key==='Enter'){e.preventDefault();unlock();}};setTimeout(()=>input.focus(),80);"
355,08-map-parent-settings.js,openParentGate,1748,136,"$('[data-parent-unlock]',root).onclick=unlock;$('[data-parent-cancel]',root).onclick=()=>openSettings(inGame);input.onkeydown=e=>{if(e.key==='Enter'){e.preventDefault();unlock();}};setTimeout(()=>input.focus(),80);"
356,08-map-parent-settings.js,openParentGate,1748,203,"$('[data-parent-unlock]',root).onclick=unlock;$('[data-parent-cancel]',root).onclick=()=>openSettings(inGame);input.onkeydown=e=>{if(e.key==='Enter'){e.preventDefault();unlock();}};setTimeout(()=>input.focus(),80);"
357,08-map-parent-settings.js,openParentGate,1752,643,"openModal('Acesso de responsável',`<div class=""parent-gate""><span>🛡️</span><h3>Peça ajuda a um adulto</h3><p>Sem uma conta vinculada, esta verificação libera apenas progresso e backup local. Para controles online protegidos por senha, vincule a conta. Responda:</p><label class=""field""><span>Quanto é ${a} × ${b}?</span><input data-parent-answer inputmode=""numeric"" pattern=""[0-9]*"" maxlength=""3"" autocomplete=""off""></label><p data-parent-gate-error class=""account-error"" hidden>Resposta incorreta.</p><button class=""btn primary xl"" data-parent-unlock>Continuar</button><button class=""btn"" data-parent-cancel>Cancelar</button></div>`,root=>{const input=$('[data-parent-answer]',root),unlock=()=>{if(Number(input.value)!==answer){$('[data-parent-gate-error]',root).hidden=false;input.select();return;}openParentTools(inGame);};$('[data-parent-unlock]',root).onclick=unlock;$('[data-parent-cancel]',root).onclick=()=>openSettings(inGame);input.onkeydown=e=>{if(e.key==='Enter'){e.preventDefault();unloc"
358,08-map-parent-settings.js,openParentGate,1752,698,"openModal('Acesso de responsável',`<div class=""parent-gate""><span>🛡️</span><h3>Peça ajuda a um adulto</h3><p>Sem uma conta vinculada, esta verificação libera apenas progresso e backup local. Para controles online protegidos por senha, vincule a conta. Responda:</p><label class=""field""><span>Quanto é ${a} × ${b}?</span><input data-parent-answer inputmode=""numeric"" pattern=""[0-9]*"" maxlength=""3"" autocomplete=""off""></label><p data-parent-gate-error class=""account-error"" hidden>Resposta incorreta.</p><button class=""btn primary xl"" data-parent-unlock>Continuar</button><button class=""btn"" data-parent-cancel>Cancelar</button></div>`,root=>{const input=$('[data-parent-answer]',root),unlock=()=>{if(Number(input.value)!==answer){$('[data-parent-gate-error]',root).hidden=false;input.select();return;}openParentTools(inGame);};$('[data-parent-unlock]',root).onclick=unlock;$('[data-parent-cancel]',root).onclick=()=>openSettings(inGame);input.onkeydown=e=>{if(e.key==='Enter'){e.preventDefault();unloc"
359,08-map-parent-settings.js,openParentGate,1752,918,"openModal('Acesso de responsável',`<div class=""parent-gate""><span>🛡️</span><h3>Peça ajuda a um adulto</h3><p>Sem uma conta vinculada, esta verificação libera apenas progresso e backup local. Para controles online protegidos por senha, vincule a conta. Responda:</p><label class=""field""><span>Quanto é ${a} × ${b}?</span><input data-parent-answer inputmode=""numeric"" pattern=""[0-9]*"" maxlength=""3"" autocomplete=""off""></label><p data-parent-gate-error class=""account-error"" hidden>Resposta incorreta.</p><button class=""btn primary xl"" data-parent-unlock>Continuar</button><button class=""btn"" data-parent-cancel>Cancelar</button></div>`,root=>{const input=$('[data-parent-answer]',root),unlock=()=>{if(Number(input.value)!==answer){$('[data-parent-gate-error]',root).hidden=false;input.select();return;}openParentTools(inGame);};$('[data-parent-unlock]',root).onclick=unlock;$('[data-parent-cancel]',root).onclick=()=>openSettings(inGame);input.onkeydown=e=>{if(e.key==='Enter'){e.preventDefault();unloc"
360,08-map-parent-settings.js,openParentGate,1752,958,"openModal('Acesso de responsável',`<div class=""parent-gate""><span>🛡️</span><h3>Peça ajuda a um adulto</h3><p>Sem uma conta vinculada, esta verificação libera apenas progresso e backup local. Para controles online protegidos por senha, vincule a conta. Responda:</p><label class=""field""><span>Quanto é ${a} × ${b}?</span><input data-parent-answer inputmode=""numeric"" pattern=""[0-9]*"" maxlength=""3"" autocomplete=""off""></label><p data-parent-gate-error class=""account-error"" hidden>Resposta incorreta.</p><button class=""btn primary xl"" data-parent-unlock>Continuar</button><button class=""btn"" data-parent-cancel>Cancelar</button></div>`,root=>{const input=$('[data-parent-answer]',root),unlock=()=>{if(Number(input.value)!==answer){$('[data-parent-gate-error]',root).hidden=false;input.select();return;}openParentTools(inGame);};$('[data-parent-unlock]',root).onclick=unlock;$('[data-parent-cancel]',root).onclick=()=>openSettings(inGame);input.onkeydown=e=>{if(e.key==='Enter'){e.preventDefault();unloc"
361,08-map-parent-settings.js,openParentGate,1752,1025,"openModal('Acesso de responsável',`<div class=""parent-gate""><span>🛡️</span><h3>Peça ajuda a um adulto</h3><p>Sem uma conta vinculada, esta verificação libera apenas progresso e backup local. Para controles online protegidos por senha, vincule a conta. Responda:</p><label class=""field""><span>Quanto é ${a} × ${b}?</span><input data-parent-answer inputmode=""numeric"" pattern=""[0-9]*"" maxlength=""3"" autocomplete=""off""></label><p data-parent-gate-error class=""account-error"" hidden>Resposta incorreta.</p><button class=""btn primary xl"" data-parent-unlock>Continuar</button><button class=""btn"" data-parent-cancel>Cancelar</button></div>`,root=>{const input=$('[data-parent-answer]',root),unlock=()=>{if(Number(input.value)!==answer){$('[data-parent-gate-error]',root).hidden=false;input.select();return;}openParentTools(inGame);};$('[data-parent-unlock]',root).onclick=unlock;$('[data-parent-cancel]',root).onclick=()=>openSettings(inGame);input.onkeydown=e=>{if(e.key==='Enter'){e.preventDefault();unloc"
362,08-map-parent-settings.js,openSettings,1773,19,"</div>`, root => {"
363,08-map-parent-settings.js,openSettings,1774,73,"$('[data-player-name-settings]',root)?.addEventListener('click',()=>openPlayerNameModal(false,()=>openSettings(inGame)));$('[data-account-settings]',root)?.addEventListener('click',()=>openAccountCenter(false));$('[data-multiplayer-config]',root)?.addEventListener('click',openMultiplayerConfig);"
364,08-map-parent-settings.js,openSettings,1774,103,"$('[data-player-name-settings]',root)?.addEventListener('click',()=>openPlayerNameModal(false,()=>openSettings(inGame)));$('[data-account-settings]',root)?.addEventListener('click',()=>openAccountCenter(false));$('[data-multiplayer-config]',root)?.addEventListener('click',openMultiplayerConfig);"
